corrects,hitSetId,reactionTimes,responses,rois,trialImages,Approve,Reject
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1",2,"541,517,541,739,514,511,578,454,534,542,598,557,505,489,962,1215,947,925,581,1497,492,592,594,1147,525,663,559,492,1921,567,812,501,529,468,602,538,671,521,476,1147,460,595,569,447,459,498,456,424,322,415,954,504,427,915","3,5,4,4,4,5,0,5,5,1,1,5,2,0,4,3,1,3,3,2,4,0,5,1,0,2,2,3,2,2,3,3,2,4,0,5,0,1,0,2,3,3,5,1,5,3,5,4,4,5,2,5,4,1","ppa,loc,loc,evc,loc,evc,loc,loc,ppa,loc,loc,ppa,ppa,ppa,loc,evc,evc,ppa,ppa,ppa,evc,ppa,evc,loc,loc,evc,evc,loc,evc,evc,ppa,ppa,ppa,ppa,ppa,evc,evc,evc,loc,ppa,loc,evc,loc,ppa,ppa,loc,evc,loc,loc,ppa,loc,evc,evc,evc","building006_ppa,building001_loc,street008_loc,beach005_evc,street003_loc,forest006_evc,kitchen004_loc,beach003_loc,beach004_ppa,office005_loc,office004_loc,office001_ppa,forest001_ppa,forest002_ppa,building002_loc,kitchen001_evc,forest007_evc,beach000_ppa,kitchen008_ppa,office007_ppa,building008_evc,beach007_ppa,street001_evc,beach001_loc,building004_loc,office006_evc,street007_evc,kitchen006_loc,street002_evc,beach008_evc,kitchen003_ppa,street000_ppa,street004_ppa,building000_ppa,office003_ppa,office000_evc,kitchen002_evc,building005_evc,office008_loc,kitchen007_ppa,street005_loc,forest004_evc,beach002_loc,building003_ppa,street006_ppa,forest003_loc,office002_evc,forest000_loc,kitchen000_loc,forest008_ppa,forest005_loc,beach006_evc,building007_evc,kitchen005_evc",,
